config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE,s3_MAPE,s3_NMSE,s4_MAPE,s4_NMSE,s5_MAPE,s5_NMSE
210,0.043869289489979271,0.021150081007177898,0.300440608,0,0,0,0,0.2422388505978256,0.018789844584028239,0.0025776564298912751,7.178637923836913e-07,0,0,0,0
211,0.14471455481622861,0.077986531199070119,0.30030308,0,0,0,0,0.2422388505978256,0.018789844584028239,0.85624313354492188,1,0,0,0,0
212,0.097209311672798268,0.059246901898018844,0.299045387,0,0,0,0,0.41952528180519799,0.073102549984551596,0,0,0,0,0,0
213,0.097161505293753364,0.059102623714866638,0.29947742100000002,0,0,0,0,0.41952528180519799,0.073102549984551596,0.029349513899250026,0.00011093713019455803,0,0,0,0
214,0.098621425326814935,0.058718256380977996,0.29916352499999999,0,0,0,0,0.41952528180519799,0.073102549984551596,0.099015042046594087,0.0018951229601319186,0,0,0,0
215,0.12399084968501385,0.062045285447107086,0.29869776100000001,0,0,0,0,0.41952528180519799,0.073102549984551596,0.47482662605450138,0.11335792934693111,0,0,0,0
216,0.16830553466793419,0.10000559145966088,0.29921461599999999,0,0,0,0,0.41952528180519799,0.073102549984551596,0.85624313354492188,1,0,0,0,0
217,0.16830553466793419,0.10000559145966088,0.30005848499999999,0,0,0,0,0.41952528180519799,0.073102549984551596,0.85624313354492188,1,0,0,0,0
218,0.16830553466793419,0.10000559145966088,0.29997096600000001,0,0,0,0,0.41952528180519799,0.073102549984551596,0.85624313354492188,1,0,0,0,0
219,0.16136398505687055,0.14340076017224243,0.30066375899999997,0,0,0,0,0.64819156147242096,0.27054219173785937,0,0,0,0,0,0
220,0.16148382033951192,0.14255812435227685,0.29883155099999997,0,0,0,0,0.64819156147242096,0.27054219173785937,0.17323221681704717,0.0075662290638639019,0,0,0,0
221,0.16380304842174798,0.14224924900744751,0.40836378299999998,0,0,0,0,0.64819156147242096,0.27054219173785937,0.29432736935424308,0.029782257606169423,0,0,0,0
222,0.19803260260787314,0.16512266903860096,0.41305315500000001,0,0,0,0,0.64819156147242096,0.27054219173785937,0.85624313354492188,1,0,0,0,0
223,0.19803260260787314,0.16512266903860096,0.32064252999999998,0,0,0,0,0.64819156147242096,0.27054219173785937,0.85624313354492188,1,0,0,0,0
224,0.19803260260787314,0.16512266903860096,0.29857686300000003,0,0,0,0,0.64819156147242096,0.27054219173785937,0.85624313354492188,1,0,0,0,0
225,0.19803260260787314,0.16512266903860096,0.510645185,0,0,0,0,0.64819156147242096,0.27054219173785937,0.85624313354492188,1,0,0,0,0
226,0.23415343465287711,0.33905136721493434,0.29631310999999999,0,0,0,0,0.90083874726973145,0.93707140854314008,0,0,0,0,0,0
227,0.23418141586241539,0.33906636507958987,0.36594860200000001,0,0,0,0,0.90083874726973145,0.93707140854314008,0.85624313354492188,1,0,0,0,0
228,0.23418141586241539,0.33906636507958987,0.296553332,0,0,0,0,0.90083874726973145,0.93707140854314008,0.85624313354492188,1,0,0,0,0
229,0.23418141586241539,0.33906636507958987,0.31640518099999998,0,0,0,0,0.90083874726973145,0.93707140854314008,0.85624313354492188,1,0,0,0,0
230,0.23420515175651266,0.33921132747634697,0.31398443300000001,0,0,0,0,0.91466903686523438,1,0,0,0,0,0,0
231,0.23420515175651266,0.33921132747634697,0.35502765800000002,0,0,0,0,0.91466903686523438,1,0.0070568641369427197,5.0167964149023017e-06,0,0,0,0
232,0.23420515175651266,0.33921132747634697,0.295971176,0,0,0,0,0.91466903686523438,1,0.85624313354492188,1,0,0,0,0
233,0.23420515175651266,0.33921132747634697,0.331849332,0,0,0,0,0.91466903686523438,1,0.85624313354492188,1,0,0,0,0
234,0.23420515175651266,0.33921132747634697,0.30530332300000002,0,0,0,0,0.91466903686523438,1,0.85624313354492188,1,0,0,0,0
235,0.23420515175651266,0.33921132747634697,0.29618022900000002,0,0,0,0,0.91466903686523438,1,0.85624313354492188,1,0,0,0,0
236,0.23420515175651266,0.33921132747634697,0.34350149499999999,0,0,0,0,0.91466903686523438,1,0.85624313354492188,1,0,0,0,0
237,0.23420515175651266,0.33921132747634697,0.29686620800000002,0,0,0,0,0.91466903686523438,1,0.85624313354492188,1,0,0,0,0
238,0.23420515175651266,0.33921132747634697,0.39196610999999998,0,0,0,0,0.91466903686523438,1,0,0,0,0,0,0
239,0.23420515175651266,0.33921132747634697,0.29773177000000001,0,0,0,0,0.91466903686523438,1,0.0070568641369427197,5.0167964149023017e-06,0,0,0,0
