config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE
56,0.025197566418674905,0.00058402849385430142,0.50501907199999996,0,0,0.027626122532480139,5.6284506996976423e-05,0.00044636213875484773,1.2123420541968759e-08
57,0.025298471548346246,0.00058856346216947767,0.50498615700000005,0,0,0.027626122532480139,5.6284506996976423e-05,0.0012207741926081306,8.5202409298701866e-08
58,0.025500539433980549,0.00059778273171070195,0.50290323699999995,0,0,0.027626122532480139,5.6284506996976423e-05,0.0025842092512702274,4.2273380854628752e-07
59,0.025901820115574181,0.00061639518789587751,0.50552216100000003,0,0,0.027626122532480139,5.6284506996976423e-05,0.0050978705580568481,1.8776802509906289e-06
60,0.026710116876406832,0.00065520936206198512,0.50744118299999996,0,0,0.027626122532480139,5.6284506996976423e-05,0.0096838115197718719,7.8781740840588525e-06
61,0.028313217582121668,0.00073578228073864472,0.50837229299999998,0,0,0.027626122532480139,5.6284506996976423e-05,0.017895703660261074,3.2209238392155289e-05
62,0.031514189493164861,0.00091558588954571585,0.50771195899999999,0,0,0.027626122532480139,5.6284506996976423e-05,0.033024180849732458,0.00013050766142434523
63,0.037931114964867056,0.0013521236793942557,0.50841343400000005,0,0,0.027626122532480139,5.6284506996976423e-05,0.0597191578797443,0.00052211512387918
64,0.050960186709365481,0.0025319783581364622,0.51006102799999997,0,0,0.027626122532480139,5.6284506996976423e-05,0.10760173572793312,0.0020827036680258959
65,0.076595933295385166,0.0060464682970319452,0.50836648299999998,0,0,0.027626122532480139,5.6284506996976423e-05,0.19115920506163295,0.0082403358316727199
66,0.049493938184816282,0.0022634869005462416,0.50685561400000001,0,0,0.049095544509439357,0.00023102918783032435,0,0
67,0.049545406172925986,0.0022680353197734888,0.50535203100000003,0,0,0.049095544509439357,0.00023102918783032435,0.00044636213875484773,1.2123420541968759e-08
68,0.049644567056945241,0.0022769400582090759,0.50559339199999997,0,0,0.049095544509439357,0.00023102918783032435,0.0012207741926081306,8.5202409298701866e-08
69,0.049842924455083412,0.0022946198794026452,0.50416978300000004,0,0,0.049095544509439357,0.00023102918783032435,0.0025842092512702274,4.2273380854628752e-07
70,0.050246168906008422,0.0023306183814519308,0.50612090700000001,0,0,0.049095544509439357,0.00023102918783032435,0.0050978705580568481,1.8776802509906289e-06
71,0.051048957774568984,0.0024043940098421265,0.50839509999999999,0,0,0.049095544509439357,0.00023102918783032435,0.0096838115197718719,7.8781740840588525e-06
72,0.052686125153746904,0.0025584364153852274,0.505979823,0,0,0.049095544509439357,0.00023102918783032435,0.017895703660261074,3.2209238392155289e-05
73,0.055855498729884191,0.0028762047305210016,0.50605324600000001,0,0,0.049095544509439357,0.00023102918783032435,0.033024180849732458,0.00013050766142434523
74,0.062304042582390744,0.003592559034611695,0.50785594199999995,0,0,0.049095544509439357,0.00023102918783032435,0.0597191578797443,0.00052211512387918
75,0.075048258226240658,0.0053106958734345251,0.50708294899999995,0,0,0.049095544509439357,0.00023102918783032435,0.10760173572793312,0.0020827036680258959
76,0.10034745744005036,0.009883373210318333,0.50554451700000003,0,0,0.049095544509439357,0.00023102918783032435,0.19115920506163295,0.0082403358316727199
77,0.094538836792557493,0.0083143763096344345,0.50185075400000001,0,0,0.085255560296429084,0.00092764184431067063,0,0
