config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE,s3_MAPE,s3_NMSE,s4_MAPE,s4_NMSE
1778,2.1161135275528684,0.57875037323558498,0.015064951,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.013875902228953515,3.8910972590460246e-06,0.00059882329038815337,6.6185493683973793e-09,0.0055576717676975368,4.4941701671434056e-07
1779,2.1231117118689764,0.58232979810415664,0.014983573,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.029482704752294028,1.5922870822089668e-05,0.0016266125358492093,4.650168832398788e-08,0.011998077590687784,1.9024147497166475e-06
1780,2.0956742601584355,0.58143496793816685,0.015038670000000001,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.029482704752294028,1.5922870822089668e-05,0.0016266125358492093,4.650168832398788e-08,0.048165930627978824,3.1024997526312467e-05
1781,1.7062373843450394,0.50872492758150456,0.014988021000000001,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.029482704752294028,1.5922870822089668e-05,0.27149403570967562,0.0011467575667019995,0.0011137781542328951,1.9666077745222721e-08
1782,2.1161412296411091,0.58231835495916284,0.015022618999999999,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.058191510134582916,6.3561167843227188e-05,0.0016266125358492093,4.650168832398788e-08,0.048165930627978824,3.1024997526312467e-05
1783,1.8654840513236628,0.55727096105827345,0.015058257,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.058191510134582916,6.3561167843227188e-05,0.13466067744867269,0.00028084676437526779,0.095166505640853619,0.00012474732005306627
1784,2.1870717214362032,0.597421293083224,0.015041835999999999,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.11753286278100532,0.00026025549033156434,0.0036204138554804133,2.2943610162988871e-07,0.0011137781542328951,1.9666077745222721e-08
1785,2.1681820153559794,0.59232165887426103,0.015127312,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.11753286278100532,0.00026025549033156434,0.016534326377095288,4.2141881657428466e-06,0.0011137781542328951,1.9666077745222721e-08
1786,2.2861977774552886,0.60251609257368943,0.015140417999999999,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.23357852699496401,0.001044597176994619,0,0,0,0
1787,1.930003746068899,0.54560741780155819,0.015008951,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0,0,0.13466067744867269,0.00028084676437526779,0,0
1788,2.1055315378965096,0.57620120002131825,0.015042196000000001,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.000556248333386102,5.9346873038682533e-09,0.0036204138554804133,2.2943610162988871e-07,0,0
1789,1.962794554220356,0.57137380213686617,0.01501834,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.000556248333386102,5.9346873038682533e-09,0.016534326377095288,4.2141881657428466e-06,0.19041559486652979,0.0004957115273660211
1790,1.9856948286559177,0.57433168129205636,0.015038640000000001,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.0067340929936715345,9.2459189360104763e-07,0.0016266125358492093,4.650168832398788e-08,0.19041559486652979,0.0004957115273660211
1791,2.0988045817026979,0.57831420598431904,0.015024732000000001,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.0067340929936715345,9.2459189360104763e-07,0.0036204138554804133,2.2943610162988871e-07,0.011998077590687784,1.9024147497166475e-06
1792,2.1406446623333601,0.58864103068834361,0.014991689000000001,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.029482704752294028,1.5922870822089668e-05,0,0,0,0
1793,2.0042230906343725,0.58418250685854922,0.015046855,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.029482704752294028,1.5922870822089668e-05,0.00059882329038815337,6.6185493683973793e-09,0.19041559486652979,0.0004957115273660211
